exercise_id,canonical_name,aliases,muscle_group,sub_muscle_group,primary_muscles,secondary_muscles,equipment,equipment_category,movement_pattern,exercise_type,compound_or_isolation,unilateral_or_bilateral,bodyweight,difficulty,beginner_friendly,tracking_type,min_reps,max_reps,instructions,form_cues,common_mistakes,progression_exercises,regression_exercises,alternative_exercises,status,source
exl_MZppQU6sFX,Sissy Squat,,legs,,QUADS,CORE,BODYWEIGHT,bodyweight,squat,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,6,10,,,,reverse_nordic,,reverse_nordic,active,EXISTING
exl_9gz5GXXzP0,Smith Machine Squat,,legs,,QUADS,"GLUTES, CORE",SMITH,machine,squat,machine,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,pendulum_squat,active,EXISTING
exl_U40XvCG7l1,Split Squat,,legs,,QUADS,GLUTES,BODYWEIGHT,bodyweight,lunge,bodyweight,compound,unilateral,yes,BEGINNER,yes,bodyweight_reps,6,10,,,,trx_pistol_squat,,,active,EXISTING
exl_l87pPcZDXJ,Squat to Bench,,legs,,QUADS,"GLUTES, CORE",BODYWEIGHT,bodyweight,squat,bodyweight,compound,bilateral,yes,BEGINNER,yes,bodyweight_reps,6,10,,,,,,,active,EXISTING
exl_Vlsy1hs1Sk,Step-Up,,legs,,QUADS,GLUTES,DUMBBELL,free weights,lunge,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_zscgAMb0MG,TRX Assisted Pistol Squat,,legs,,QUADS,"GLUTES, CORE",TRX,functional,squat,bodyweight,compound,unilateral,yes,INTERMEDIATE,no,bodyweight_reps,6,10,,,,pistol_squat,split_squat,,active,NEW
exl_8NW4Nv0Idw,Trap-Bar Jump,trap bar jump,legs,,QUADS,"GLUTES, CALVES",TRAP_BAR,free weights,squat,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,3,6,,,,,,box_jump | jump_squat,active,NEW
exl_OsLoPsGdnk,Walking Lunges,lunge | walking lunge,legs,,QUADS,"GLUTES, CORE",DUMBBELL,free weights,lunge,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_FIYCAmKNNo,Wall Sit,wall sits,legs,,QUADS,CORE,BODYWEIGHT,bodyweight,isolation,bodyweight,isolation,bilateral,yes,BEGINNER,yes,time,30,45,,,,,,,active,EXISTING
exl_lSBHuOuF8g,Band Pull-Apart,,shoulders,REAR DELTS,REAR DELTS,"TRAPS, ROTATOR CUFF",BANDS,functional,horizontal pull,bodyweight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,trx_y_fly,active,EXISTING
exl_Ynco7ZHM34,Dumbbell Rear Delt Row,,shoulders,REAR DELTS,REAR DELTS,"TRAPS, BICEPS",DUMBBELL,free weights,horizontal pull,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_AK9ggeUwoY,Face Pull,face pulls,shoulders,REAR DELTS,REAR DELTS,"TRAPS, ROTATOR CUFF",CABLE,cable,horizontal pull,cable,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,cable_y_raise,active,EXISTING
exl_PiT0VOzspe,Rear Delt Fly,,shoulders,REAR DELTS,REAR DELTS,TRAPS,CABLE,cable,isolation,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,prone_trap_raise,active,EXISTING
exl_L2kXNqzsL7,Reverse Pec Deck,rear delt machine | reverse fly machine,shoulders,REAR DELTS,REAR DELTS,TRAPS,MACHINE,machine,isolation,machine,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,trx_y_fly,active,EXISTING
exl_u1U36Ip62m,TRX Y-Fly,trx y fly,shoulders,REAR DELTS,REAR DELTS,"TRAPS, UPPER BACK",TRX,functional,horizontal pull,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,10,15,,,,,,reverse_pec_deck | band_pull_apart,active,NEW
exl_O5G3wpy7wH,Arnold Press,arnold presses,shoulders,,SHOULDERS,"TRICEPS, UPPER CHEST",DUMBBELL,free weights,vertical push,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_wKSMg2WkDg,Dumbbell Clean and Press,,shoulders,,SHOULDERS,"QUADS, GLUTES, TRICEPS",DUMBBELL,free weights,vertical push,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,,active,EXISTING
exl_SBoqGiSWpJ,Dumbbell Snatch,,shoulders,,SHOULDERS,"QUADS, CORE",DUMBBELL,free weights,vertical push,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,,active,EXISTING
exl_0jQiVEekjd,Dumbbell Z Press,db z press,shoulders,,SHOULDERS,"TRICEPS, CORE",DUMBBELL,free weights,vertical push,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,6,10,,,,,,db_shoulder_press | z_press,active,NEW
exl_K0dnHqd2Qz,Handstand Push-up,,shoulders,,SHOULDERS,TRICEPS,BODYWEIGHT,bodyweight,vertical push,bodyweight,compound,bilateral,yes,ADVANCED,no,bodyweight_reps,4,8,,,,,,,active,EXISTING
exl_h2wolmsKFI,Machine Shoulder Press,,shoulders,,SHOULDERS,TRICEPS,MACHINE,machine,vertical push,machine,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_GKQv1qOFNz,Overhead Press,overhead press | ohp | military press | db press,shoulders,,SHOULDERS,"TRICEPS, UPPER CHEST",DUMBBELL,free weights,vertical push,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,single_arm_db_ohp,active,EXISTING
exl_LueJZtEBuU,Pike Push-up,,shoulders,,SHOULDERS,"TRICEPS, CHEST",BODYWEIGHT,bodyweight,vertical push,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,6,10,,,,,,,active,EXISTING
exl_WdlRhtUBMa,Push Press,push presses,shoulders,,SHOULDERS,"QUADS, TRICEPS, CORE",BARBELL,free weights,vertical push,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,landmine_squat_press,active,EXISTING
exl_S6G55VWiza,Ring Support Hold,,shoulders,,SHOULDERS,"TRICEPS, CORE",RINGS,functional,core/anti-movement,bodyweight,isolation,bilateral,yes,INTERMEDIATE,no,time,15,30,,,,ring_dip,,,active,NEW
exl_7lpyc9jaqY,Seated Dumbbell Shoulder Press,,shoulders,,SHOULDERS,TRICEPS,DUMBBELL,free weights,vertical push,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,db_z_press | single_arm_db_ohp,active,EXISTING
exl_YEM0AKfflh,Single-Arm Dumbbell Overhead Press,single arm dumbbell overhead press | one arm dumbbell overhead press | single arm db overhead press,shoulders,,SHOULDERS,"TRICEPS, CORE",DUMBBELL,free weights,vertical push,free_weight,compound,unilateral,no,INTERMEDIATE,no,weight_reps,8,12,,,,,,db_shoulder_press | shoulder_press,active,NEW
exl_L2Pz1j3XQc,Smith Machine Overhead Press,,shoulders,,SHOULDERS,TRICEPS,SMITH,machine,vertical push,machine,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_QGdLa8ShNL,Z Press,,shoulders,,SHOULDERS,"CORE, TRICEPS",BARBELL,free weights,vertical push,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,db_z_press,active,EXISTING
exl_UHGzlU0kyW,Band Lateral Raise,,shoulders,SIDE DELTS,SIDE DELTS,TRAPS,BANDS,functional,isolation,bodyweight,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_ft5xEjRwX7,Cable Lateral Raise,,shoulders,SIDE DELTS,SIDE DELTS,TRAPS,CABLE,cable,isolation,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_Y21pUqeXFp,Lateral Raise,,shoulders,SIDE DELTS,SIDE DELTS,TRAPS,DUMBBELL,free weights,isolation,free_weight,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_lhNKXPM1DJ,Machine Lateral Raise,,shoulders,SIDE DELTS,SIDE DELTS,TRAPS,MACHINE,machine,isolation,machine,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_xMpGyFeaXB,Single-Arm Lateral Raise,,shoulders,SIDE DELTS,SIDE DELTS,TRAPS,DUMBBELL,free weights,isolation,free_weight,isolation,unilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_kMLXAt34u5,Upright Row,,shoulders,SIDE DELTS,SIDE DELTS,TRAPS,BARBELL,free weights,vertical pull,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_7a8nG6i7Ln,Barbell Shrug,shrugs | barbell shrugs,back,,TRAPS,FOREARMS,BARBELL,free weights,isolation,free_weight,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_z0dIaMZpT6,Cable Y-Raise,cable y raise,back,,TRAPS,"REAR DELTS, SHOULDERS",CABLE,cable,isolation,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,12,20,,,,,,prone_trap_raise | face_pull,active,NEW
exl_rBqppDVAy3,Dumbbell Shrug,db shrugs,back,,TRAPS,FOREARMS,DUMBBELL,free weights,isolation,free_weight,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_TVwb3zvVab,Prone Trap-3 Raise,prone y raise | lower trap raise | trap 3 raise | prone trap 3 raise,back,,TRAPS,REAR DELTS,DUMBBELL,free weights,isolation,free_weight,isolation,bilateral,no,BEGINNER,yes,weight_reps,12,20,,,,,,rear_delt_fly | cable_y_raise,active,NEW
exl_YrP6Y0g7Ls,Band Triceps Pushdown,,arms,,TRICEPS,,BANDS,functional,isolation,bodyweight,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_2zFNm6gOC7,Bench Dip,,arms,,TRICEPS,"CHEST, FRONT DELTS",BODYWEIGHT,bodyweight,isolation,bodyweight,isolation,bilateral,yes,BEGINNER,yes,weighted_bodyweight,10,15,,,,ring_dip,,,active,EXISTING
exl_xLapQnSJev,Cable Overhead Extension,,arms,,TRICEPS,,CABLE,cable,isolation,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_W9sZSPcsSs,Close-Grip Bench Press,close grip bench press,arms,,TRICEPS,"CHEST, FRONT DELTS",BARBELL,free weights,horizontal push,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_DJ70pkdEuO,Diamond Push-up,,arms,,TRICEPS,"CHEST, CORE",BODYWEIGHT,bodyweight,horizontal push,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,6,10,,,,,,,active,EXISTING
exl_1YrXYCJp9V,Dumbbell Kickback,,arms,,TRICEPS,,DUMBBELL,free weights,isolation,free_weight,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_QPe3n2F3wc,Dumbbell Skull Crusher,db skull crusher,arms,,TRICEPS,,DUMBBELL,free weights,isolation,free_weight,isolation,bilateral,no,INTERMEDIATE,no,weight_reps,10,15,,,,,,skull_crusher | overhead_extension,active,NEW
exl_4sWYoRgffC,JM Press,,arms,,TRICEPS,CHEST,BARBELL,free weights,horizontal push,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,,active,EXISTING
exl_yQroyjSVKt,Overhead Triceps Extension,overhead triceps extension,arms,,TRICEPS,,DUMBBELL,free weights,isolation,free_weight,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,db_skull_crusher,active,EXISTING
exl_KF3SN1qOSM,Rope Pushdown,,arms,,TRICEPS,,CABLE,cable,isolation,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_MzZQxemQ65,Single-Arm Pushdown,single-arm triceps pushdown | single arm triceps pushdown | one arm triceps pushdown | single arm tricep pushdown | one arm pushdown | single arm cable pushdown,arms,,TRICEPS,,CABLE,cable,isolation,cable,isolation,unilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_sI6NlBwp2A,Skull Crusher,skullcrushers | lying triceps extension,arms,,TRICEPS,,BARBELL,free weights,isolation,free_weight,isolation,bilateral,no,INTERMEDIATE,no,weight_reps,10,15,,,,,,db_skull_crusher,active,EXISTING
exl_UTJnNfkyh4,Triceps Pushdown,pushdown | cable pushdown,arms,,TRICEPS,,CABLE,cable,isolation,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_N1B7Dei5Ul,V-Bar Pushdown,,arms,,TRICEPS,,CABLE,cable,isolation,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_sDirM81YI6,Band Row,,back,,UPPER BACK,"LATS, BICEPS",BANDS,functional,horizontal pull,bodyweight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_MYSxAJyYok,Barbell Row,bent over row | bent-over row,back,,UPPER BACK,"LATS, BICEPS, REAR DELTS",BARBELL,free weights,horizontal pull,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,smith_row,active,EXISTING
exl_wAEqISTYRa,Chest-Supported Row,chest supported rows,back,,UPPER BACK,"LATS, BICEPS, REAR DELTS",MACHINE,machine,horizontal pull,machine,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,incline_db_row | iso_lateral_row | seal_row,active,EXISTING
exl_I0lqRQp4tK,Incline Dumbbell Row,incline db row,back,,UPPER BACK,"LATS, BICEPS",DUMBBELL,free weights,horizontal pull,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,dumbbell_row | chest_supported_row,active,NEW
exl_lOXPea831i,Inverted Row,bodyweight row | horizontal row,back,,UPPER BACK,"LATS, BICEPS",BODYWEIGHT,bodyweight,horizontal pull,bodyweight,compound,bilateral,yes,BEGINNER,yes,bodyweight_reps,6,10,,,,,,ring_row | trx_row,active,EXISTING
exl_eWhLtbcfhK,Iso-Lateral Row,iso lateral row,back,,UPPER BACK,"LATS, BICEPS",MACHINE,machine,horizontal pull,machine,compound,unilateral,no,BEGINNER,yes,weight_reps,8,12,,,,,,seated_row | dumbbell_row | chest_supported_row,active,NEW
exl_i0lcmpRUiS,Pendlay Row,pendlay rows,back,,UPPER BACK,"LATS, BICEPS, REAR DELTS",BARBELL,free weights,horizontal pull,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,smith_row | seal_row,active,EXISTING
exl_2OWpPvwQES,Rack Pull,rack pulls,back,,UPPER BACK,"TRAPS, GLUTES, HAMSTRINGS",BARBELL,free weights,hinge,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_EFWEIE1nNc,Ring Row,archer ring row | gymnastic ring row,back,,UPPER BACK,"LATS, BICEPS",RINGS,functional,horizontal pull,bodyweight,compound,bilateral,yes,BEGINNER,yes,bodyweight_reps,8,15,,,,,,inverted_row | trx_row,active,NEW
exl_uStLnMftJn,Seal Row,,back,,UPPER BACK,"LATS, REAR DELTS",BARBELL,free weights,horizontal pull,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,8,12,,,,,,pendlay_row | chest_supported_row,active,NEW
exl_k8vMswAfio,Seated Cable Row,cable row | seated cable row,back,,UPPER BACK,"LATS, BICEPS",CABLE,cable,horizontal pull,cable,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,iso_lateral_row,active,EXISTING
exl_EtbdYFfAAi,Single-Arm Landmine Row,landmine row | one arm landmine row | single arm landmine row,back,,UPPER BACK,"LATS, BICEPS",BARBELL,free weights,horizontal pull,free_weight,compound,unilateral,no,INTERMEDIATE,no,weight_reps,8,12,,,,,,meadows_row | dumbbell_row,active,NEW
exl_NWgnuFJVR7,Smith Machine Row,smith row,back,,UPPER BACK,"LATS, BICEPS",SMITH,machine,horizontal pull,machine,compound,bilateral,no,BEGINNER,yes,weight_reps,8,12,,,,,,barbell_row | pendlay_row,active,NEW
exl_bQ5xoVIMBL,T-Bar Row,,back,,UPPER BACK,"LATS, BICEPS",BARBELL,free weights,horizontal pull,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_tc4Xlbwqd1,TRX Row,suspension row | trx inverted row,back,,UPPER BACK,"LATS, BICEPS",TRX,functional,horizontal pull,bodyweight,compound,bilateral,yes,BEGINNER,yes,bodyweight_reps,8,15,,,,pull_up,,ring_row | inverted_row,active,NEW
exl_ETPJCe2xTe,Decline Push-up,,chest,UPPER CHEST,UPPER CHEST,"TRICEPS, CORE",BODYWEIGHT,bodyweight,horizontal push,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,6,10,,,,,,,active,EXISTING
exl_FCVzFB77Wa,Incline Barbell Press,incline bench press | incline press | incline bench,chest,UPPER CHEST,UPPER CHEST,"FRONT DELTS, TRICEPS",BARBELL,free weights,horizontal push,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_1OtMUrnesp,Incline Dumbbell Press,incline db press | incline dumbbell,chest,UPPER CHEST,UPPER CHEST,"FRONT DELTS, TRICEPS",DUMBBELL,free weights,horizontal push,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_z9Xupq5lUa,Low Cable Fly,,chest,UPPER CHEST,UPPER CHEST,FRONT DELTS,CABLE,cable,isolation,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
